"chlorophyll","mei","enso_event","sst","date","direction","speed"
4.055792,-0.5,"La Nina",15.061333,2016-10-30,58.90652915,5.050906141
5.130846,-0.5,"La Nina",15.4330015,2016-11-06,344.4244621,3.569283216
5.130846,-0.5,"La Nina",15.4330015,2016-11-13,343.5687818,5.522943633
5.130846,-0.5,"La Nina",15.4330015,2016-11-20,40.3594579,4.48006402
5.130846,-0.5,"La Nina",15.4330015,2016-11-27,337.8712637,4.945010615
3.1076684,-0.4,"La Nina",12.9225,2016-12-04,2.36491421,5.175884951
3.1076684,-0.4,"La Nina",12.9225,2016-12-11,312.7834594,5.642799465
3.1076684,-0.4,"La Nina",12.9225,2016-12-18,26.83788983,5.559348945
3.1076684,-0.4,"La Nina",12.9225,2016-12-25,49.35428895,5.432943173
3.3683329,-0.4,"La Nina",12.650768,2017-01-01,161.0669314,6.225879452
3.3683329,-0.4,"La Nina",12.650768,2017-01-15,223.7684769,5.736157491
3.3683329,-0.4,"La Nina",12.650768,2017-01-22,55.89567498,4.820602018
3.3683329,-0.4,"La Nina",12.650768,2017-01-29,124.4487307,6.024252644
2.1083922,-0.4,"La Nina",13.478749,2017-02-05,182.3989614,7.233859812
2.1083922,-0.4,"La Nina",13.478749,2017-02-12,91.51329071,5.902331382
2.1083922,-0.4,"La Nina",13.478749,2017-02-19,280.3129683,6.825961975
2.1083922,-0.4,"La Nina",13.478749,2017-02-26,339.5093853,5.026838716
4.7433305,-0.6,"La Nina",13.596428,2017-03-05,310.3026664,5.238088807
4.7433305,-0.6,"La Nina",13.596428,2017-03-12,304.05839,4.242408568
4.7433305,-0.6,"La Nina",13.596428,2017-03-19,208.2351411,5.646289298
4.7433305,-0.6,"La Nina",13.596428,2017-03-26,310.9637579,7.55179905
2.1044645,-0.2,"La Nina",12.68111,2017-04-02,274.1730182,5.761390833
2.1044645,-0.2,"La Nina",12.68111,2017-04-09,311.8166205,5.849221073
2.1044645,-0.2,"La Nina",12.68111,2017-04-16,298.7520085,4.13954915
2.1044645,-0.2,"La Nina",12.68111,2017-04-23,294.2501282,6.995008587
2.1044645,-0.2,"La Nina",12.68111,2017-04-30,297.331952,6.264028648
27.50189,0.2,"El Nino",12.3125,2017-05-07,279.7059245,5.007982555
27.50189,0.2,"El Nino",12.3125,2017-05-14,296.026792,6.768121667
27.50189,0.2,"El Nino",12.3125,2017-05-21,253.8533494,3.562059114
27.50189,0.2,"El Nino",12.3125,2017-05-28,300.4191617,7.559248223
8.014238,-0.2,"La Nina",13.45875,2017-06-04,285.2394218,6.007831918
8.014238,-0.2,"La Nina",13.45875,2017-06-11,299.8916624,7.426280787
8.014238,-0.2,"La Nina",13.45875,2017-06-18,251.9547562,3.731455318
8.014238,-0.2,"La Nina",13.45875,2017-06-25,299.0378898,6.544428547
3.8009229,-0.6,"La Nina",13.84,2017-07-02,293.7149918,4.995682445
3.8009229,-0.6,"La Nina",13.84,2017-07-09,297.1009706,4.125906284
3.8009229,-0.6,"La Nina",13.84,2017-07-16,305.9330404,6.700471788
3.8009229,-0.6,"La Nina",13.84,2017-07-23,248.1390299,3.289270162
3.8009229,-0.6,"La Nina",13.84,2017-07-30,274.000291,2.877948328
1.9699013,-0.7,"La Nina",15.46,2017-08-06,326.3481476,5.700316743
1.9699013,-0.7,"La Nina",15.46,2017-08-13,264.4107061,3.248218053
1.9699013,-0.7,"La Nina",15.46,2017-08-20,320.3728233,3.913988127
1.9699013,-0.7,"La Nina",15.46,2017-08-27,339.3001501,4.996383874
18.182926,-0.7,"La Nina",16.706665,2017-09-03,262.0654707,3.518866418
18.182926,-0.7,"La Nina",16.706665,2017-09-10,286.4618472,4.617225573
18.182926,-0.7,"La Nina",16.706665,2017-09-17,338.9438566,5.480272163
18.182926,-0.7,"La Nina",16.706665,2017-09-24,3.693596405,4.708479472
35.980793,-0.6,"La Nina",14.6189995,2017-10-01,347.0291317,5.17419108
35.980793,-0.6,"La Nina",14.6189995,2017-10-08,2.968698354,4.401524658
35.980793,-0.6,"La Nina",14.6189995,2017-10-15,2.788059977,4.456872112
35.980793,-0.6,"La Nina",14.6189995,2017-10-22,7.866032326,3.980695378
35.980793,-0.6,"La Nina",14.6189995,2017-10-29,25.62878348,3.361783747
13.128553,-0.6,"La Nina",15.15625,2017-11-05,62.61309525,4.231252007
13.128553,-0.6,"La Nina",15.15625,2017-11-12,24.5883544,4.764364591
13.128553,-0.6,"La Nina",15.15625,2017-11-19,37.03478322,4.038904715
13.128553,-0.6,"La Nina",15.15625,2017-11-26,21.15815637,5.234846512
4.191441,-0.7,"La Nina",15.094999,2017-12-03,60.45762312,5.171897543
4.191441,-0.7,"La Nina",15.094999,2017-12-10,45.99267839,5.809336666
4.191441,-0.7,"La Nina",15.094999,2017-12-17,45.61033916,4.892285103
4.191441,-0.7,"La Nina",15.094999,2017-12-24,35.53391479,3.838930418
4.191441,-0.7,"La Nina",15.094999,2017-12-31,80.35499944,4.134239908
2.2326093,-0.8,"La Nina",13.375,2018-01-07,71.56618514,4.545881926
2.2326093,-0.8,"La Nina",13.375,2018-01-14,16.1881783,4.336447481
2.2326093,-0.8,"La Nina",13.375,2018-01-21,47.32773358,3.901049049
2.2326093,-0.8,"La Nina",13.375,2018-01-28,39.0861232,4.448717884
3.4837632,-0.7,"La Nina",12.705001,2018-02-04,23.45300663,4.549779825
3.4837632,-0.7,"La Nina",12.705001,2018-02-11,14.56577433,5.5863601
3.4837632,-0.7,"La Nina",12.705001,2018-02-18,0.920961186,7.474387567
3.4837632,-0.7,"La Nina",12.705001,2018-02-25,280.527792,6.012650581
1.7632072,-0.8,"La Nina",12.773749,2018-03-04,34.71939854,4.016023621
1.7632072,-0.8,"La Nina",12.773749,2018-03-11,239.0869395,5.377816294
1.7632072,-0.8,"La Nina",12.773749,2018-03-18,151.3913416,5.576736807
1.7632072,-0.8,"La Nina",12.773749,2018-03-25,3.968859853,4.788533058
13.916548,-1.3,"La Nina",13.15,2018-04-01,331.426224,5.510253092
13.916548,-1.3,"La Nina",13.15,2018-04-08,347.3624927,6.103679533
13.916548,-1.3,"La Nina",13.15,2018-04-15,334.4493808,5.074025932
13.916548,-1.3,"La Nina",13.15,2018-04-22,311.3348216,3.3214298
13.916548,-1.3,"La Nina",13.15,2018-04-29,332.9554528,5.980693164
12.883033,-0.9,"La Nina",13.116,2018-05-06,331.4438925,6.619545478
12.883033,-0.9,"La Nina",13.116,2018-05-13,314.0032631,4.870023335
12.883033,-0.9,"La Nina",13.116,2018-05-20,308.5301828,4.84769061
12.883033,-0.9,"La Nina",13.116,2018-05-27,327.5919305,5.88343899
15.5737505,-0.5,"La Nina",13.3324995,2018-06-03,329.8711935,7.219928079
15.5737505,-0.5,"La Nina",13.3324995,2018-06-10,317.3950159,6.057609586
15.5737505,-0.5,"La Nina",13.3324995,2018-06-17,324.6891024,5.74891039
15.5737505,-0.5,"La Nina",13.3324995,2018-06-24,313.0962328,4.16348042
3.343847,0,"La Nina",14.7,2018-07-01,294.4855249,4.569683242
3.343847,0,"La Nina",14.7,2018-07-08,314.008331,5.715492703
3.343847,0,"La Nina",14.7,2018-07-15,291.4576116,3.25636893
3.343847,0,"La Nina",14.7,2018-07-22,337.7983161,6.639125324
3.343847,0,"La Nina",14.7,2018-07-29,344.6070071,6.625957605
2.6144056,0.5,"El Nino",15.495832,2018-08-05,353.1530151,6.297011117
2.6144056,0.5,"El Nino",15.495832,2018-08-12,320.7816259,4.988095238
2.6144056,0.5,"El Nino",15.495832,2018-08-19,307.392863,3.035714286
2.6144056,0.5,"El Nino",15.495832,2018-08-26,280.0336752,4.541666667
17.7031,0.6,"El Nino",14.96125,2018-09-02,309.2732778,5.005952381
17.7031,0.6,"El Nino",14.96125,2018-09-09,325.113796,7.355421687
17.7031,0.6,"El Nino",14.96125,2018-09-16,328.2230806,5.724550898
17.7031,0.6,"El Nino",14.96125,2018-09-23,302.7586145,3.255952381
17.7031,0.6,"El Nino",14.96125,2018-09-30,124.1808978,4.571428571
3.4047642,0.5,"El Nino",16.1525,2018-10-07,311.9310345,4.922619048
3.4047642,0.5,"El Nino",16.1525,2018-10-14,328.7645088,4.613095238
3.4047642,0.5,"El Nino",16.1525,2018-10-21,331.9231329,7.419161677
3.4047642,0.5,"El Nino",16.1525,2018-10-28,334.5028999,8.226946108
8.210272,0.3,"El Nino",15.938125,2018-11-04,341.4192991,6.494047619
8.210272,0.3,"El Nino",15.938125,2018-11-11,18.21481732,3.838323353
8.210272,0.3,"El Nino",15.938125,2018-11-18,200.9826667,4.80952381
8.210272,0.3,"El Nino",15.938125,2018-11-25,125.0502951,5.208333333
1.2429798,0.2,"El Nino",15.325625,2018-12-02,103.535494,5.928571429
1.2429798,0.2,"El Nino",15.325625,2018-12-09,12.66049823,5.904761905
1.2429798,0.2,"El Nino",15.325625,2018-12-16,2.274709345,4.681547618
1.2429798,0.2,"El Nino",15.325625,2018-12-23,328.2251629,8.5
1.2429798,0.2,"El Nino",15.325625,2018-12-30,23.62584488,7.568862275
1.891638,0.1,"El Nino",13.56625,2019-01-06,166.0827389,7.960119046
1.891638,0.1,"El Nino",13.56625,2019-01-13,155.9146523,7.738095238
1.891638,0.1,"El Nino",13.56625,2019-01-20,340.7474696,5.726190476
1.891638,0.1,"El Nino",13.56625,2019-01-27,266.3699223,6.263473054
2.4298053,0.5,"El Nino",13.864,2019-02-03,244.2396163,7.452380952
2.4298053,0.5,"El Nino",13.864,2019-02-10,225.4549654,9.383233533
2.4298053,0.5,"El Nino",13.864,2019-02-17,333.303322,8.773809524
2.4298053,0.5,"El Nino",13.864,2019-02-24,185.4714258,6.321428571
2.0831602,0.8,"El Nino",13.619166,2019-03-03,250.6741083,6.273809524
2.0831602,0.8,"El Nino",13.619166,2019-03-10,334.3645081,7.535031847
2.0831602,0.8,"El Nino",13.619166,2019-03-17,222.3633852,4.857142857
2.0831602,0.8,"El Nino",13.619166,2019-03-24,200.1034584,5.568862275
2.0831602,0.8,"El Nino",13.619166,2019-03-31,216.0470167,5.267857143
16.783941,0.3,"El Nino",12.991667,2019-04-07,325.4545844,9.101190476
16.783941,0.3,"El Nino",12.991667,2019-04-14,322.1510619,6.80952381
16.783941,0.3,"El Nino",12.991667,2019-04-21,315.783379,6.119047619
16.783941,0.3,"El Nino",12.991667,2019-04-28,291.8629848,4.43452381
2.3253372,0.2,"El Nino",14.552,2019-05-05,270.8610712,2.93452381
2.3253372,0.2,"El Nino",14.552,2019-05-12,300.5477772,6.922619048
2.3253372,0.2,"El Nino",14.552,2019-05-19,292.759677,6.967857139
2.3253372,0.2,"El Nino",14.552,2019-05-26,318.642758,7.568862275
10.191152,0.4,"El Nino",14.7925,2019-06-02,315.6961113,7.375757576
10.191152,0.4,"El Nino",14.7925,2019-06-09,297.0349093,3.851190476
10.191152,0.4,"El Nino",14.7925,2019-06-16,234.1956156,3.744230769
10.191152,0.4,"El Nino",14.7925,2019-06-23,321.3692084,6.633093525
10.191152,0.4,"El Nino",14.7925,2019-06-30,323.8123048,8.583333333
3.2814205,0.3,"El Nino",14.080999,2019-07-07,322.7587305,6.958083832
3.2814205,0.3,"El Nino",14.080999,2019-07-14,305.7473004,5.011904762
3.2814205,0.3,"El Nino",14.080999,2019-07-21,311.3423346,4.494047619
3.2814205,0.3,"El Nino",14.080999,2019-07-28,320.1118964,5.767857143
8.440214,0.3,"El Nino",14.61,2019-08-04,317.7802853,5.975757576
8.440214,0.3,"El Nino",14.61,2019-08-11,316.7431325,5.470238095
8.440214,0.3,"El Nino",14.61,2019-08-18,356.1193649,4.898809524
23.899885,0.2,"El Nino",15.678749,NA,NA,NA
12.984947,0.3,"El Nino",14.97625,NA,NA,NA
30.680662,0.5,"El Nino",14.605,2019-11-10,327.2776304,4.08654661
30.680662,0.5,"El Nino",14.605,2019-11-17,339.2387386,5.906051587
30.680662,0.5,"El Nino",14.605,2019-11-24,325.352541,7.00794439
0.9884027,0.4,"El Nino",13.431999,2019-12-01,134.9555052,9.49652433
0.9884027,0.4,"El Nino",13.431999,2019-12-08,295.2095894,4.246726191
0.9884027,0.4,"El Nino",13.431999,2019-12-15,77.59045505,5.995129225
0.9884027,0.4,"El Nino",13.431999,2019-12-22,337.9989646,7.73531746
0.9884027,0.4,"El Nino",13.431999,2019-12-29,350.7683189,6.352333664
0.9410438,0.3,"El Nino",13.192001,2020-01-05,336.896078,6.661370407
0.9410438,0.3,"El Nino",13.192001,2020-01-12,345.7384545,5.461507938
0.9410438,0.3,"El Nino",13.192001,2020-01-19,61.41456635,4.605753968
0.9410438,0.3,"El Nino",13.192001,2020-01-26,325.1368295,5.518881119
2.4669378,0.3,"El Nino",12.744736,2020-02-02,336.1094923,8.250149552
2.4669378,0.3,"El Nino",12.744736,2020-02-09,333.8729815,4.813731343
2.4669378,0.3,"El Nino",12.744736,2020-02-16,331.2831076,6.273809524
2.4669378,0.3,"El Nino",12.744736,2020-02-23,330.0216548,6.490873016
2.217648,0.1,"El Nino",13.597307,2020-03-01,287.8873821,5.85297619
2.217648,0.1,"El Nino",13.597307,2020-03-08,275.8726127,4.630555556
2.217648,0.1,"El Nino",13.597307,2020-03-15,201.3925334,3.641369048
2.217648,0.1,"El Nino",13.597307,2020-03-22,300.1055714,5.046356917
2.217648,0.1,"El Nino",13.597307,2020-03-29,312.2802944,7.731746032
3.8763542,-0.1,"La Nina",13.29,2020-04-05,287.0257971,4.863157895
3.8763542,-0.1,"La Nina",13.29,2020-04-12,297.891043,4.42224429
3.8763542,-0.1,"La Nina",13.29,2020-04-19,312.2264349,7.608946322
3.8763542,-0.1,"La Nina",13.29,2020-04-26,325.363698,8.48968254
8.247176,-0.2,"La Nina",13.084209,2020-05-03,324.319949,8.164647468
8.247176,-0.2,"La Nina",13.084209,2020-05-10,263.2992811,4.672619048
8.247176,-0.2,"La Nina",13.084209,2020-05-17,298.9419886,7.129166666
8.247176,-0.2,"La Nina",13.084209,2020-05-24,307.8338593,5.968452381
8.247176,-0.2,"La Nina",13.084209,2020-05-31,317.0066986,5.83654419
5.8538423,-0.7,"La Nina",13.613124,2020-06-07,322.274659,8.066865079
5.8538423,-0.7,"La Nina",13.613124,2020-06-14,307.9612843,5.996031746
5.8538423,-0.7,"La Nina",13.613124,2020-06-21,261.683719,3.498015873
5.8538423,-0.7,"La Nina",13.613124,2020-06-28,293.2392687,4.78422619
8.3790245,-0.9,"La Nina",14.702778,2020-07-05,321.151073,8.859313077
8.3790245,-0.9,"La Nina",14.702778,2020-07-12,206.9039768,4.524702381
8.3790245,-0.9,"La Nina",14.702778,2020-07-19,285.9263893,3.938492063
8.3790245,-0.9,"La Nina",14.702778,2020-07-26,304.8660232,4.843678161
34.65611,-1.1,"La Nina",15.686563,2020-09-06,321.1406092,4.662996032
34.65611,-1.1,"La Nina",15.686563,2020-09-13,324.4143075,4.481944444
34.65611,-1.1,"La Nina",15.686563,2020-09-20,326.6132986,6.348313492
34.65611,-1.1,"La Nina",15.686563,2020-09-27,318.0304991,5.05960199
11.407769,-1.2,"La Nina",15.662499,2020-10-04,332.9876235,5.075396825
11.407769,-1.2,"La Nina",15.662499,2020-10-11,333.5869653,5.590674603
11.407769,-1.2,"La Nina",15.662499,2020-10-18,334.2771877,2.951878172
11.407769,-1.2,"La Nina",15.662499,2020-10-25,324.5204316,4.072718255
18.640488,-1.1,"La Nina",13.441956,2020-11-01,326.0842402,7.184098544
18.640488,-1.1,"La Nina",13.441956,2020-11-08,336.4595865,5.690963256
18.640488,-1.1,"La Nina",13.441956,2020-11-15,358.9643984,5.282043651
18.640488,-1.1,"La Nina",13.441956,2020-11-22,342.0228686,6.515789474
18.640488,-1.1,"La Nina",13.441956,2020-11-29,336.8312542,4.957837301
15.906579,-1.1,"La Nina",12.197352,2020-12-06,340.0486829,5.168055556
15.906579,-1.1,"La Nina",12.197352,2020-12-13,340.0024389,5.746825397
15.906579,-1.1,"La Nina",12.197352,2020-12-20,17.16101987,5.527380952
15.906579,-1.1,"La Nina",12.197352,2020-12-27,351.8299301,5.82906746
3.0317054,-1.2,"La Nina",12.280769,2021-01-03,355.636176,4.424206349
3.0317054,-1.2,"La Nina",12.280769,2021-01-10,343.5875491,4.886805556
3.0317054,-1.2,"La Nina",12.280769,2021-01-17,337.0834535,6.130059524
3.0317054,-1.2,"La Nina",12.280769,2021-01-24,262.3203461,8.0183714
3.0317054,-1.2,"La Nina",12.280769,2021-01-31,359.9794838,6.013888889
11.56496,-1,"La Nina",11.961471,2021-02-07,322.8254515,5.947420635
11.56496,-1,"La Nina",11.961471,2021-02-14,324.6007008,7.412687312
11.56496,-1,"La Nina",11.961471,2021-02-21,337.3842694,9.536047666
11.56496,-1,"La Nina",11.961471,2021-02-28,94.4531742,4.597857143
6.4719954,-0.8,"La Nina",11.57075,2021-03-07,282.2788999,6.508905851
6.4719954,-0.8,"La Nina",11.57075,2021-03-14,311.5899459,6.686438355
6.4719954,-0.8,"La Nina",11.57075,2021-03-21,327.1685213,9.097713718
6.4719954,-0.8,"La Nina",11.57075,2021-03-28,328.5191204,5.326834171
26.459324,-0.9,"La Nina",11.60147,2021-04-04,326.5647445,8.572619048
26.459324,-0.9,"La Nina",11.60147,2021-04-11,311.7284991,6.652532275
26.459324,-0.9,"La Nina",11.60147,2021-04-18,311.2672208,6.752047952
26.459324,-0.9,"La Nina",11.60147,2021-04-25,317.0312685,7.061890548
4.33448,-1.1,"La Nina",11.39159,2021-05-02,325.2605444,10.12093254
4.33448,-1.1,"La Nina",11.39159,2021-05-09,300.4735934,5.776200418
4.33448,-1.1,"La Nina",11.39159,2021-05-16,308.4820864,7.34890873
4.33448,-1.1,"La Nina",11.39159,2021-05-23,322.3845595,8.102681232
4.33448,-1.1,"La Nina",11.39159,2021-05-30,308.8203616,5.159623016
7.0876503,-1,"La Nina",13.597059,2021-06-06,316.5933794,6.238690477
7.0876503,-1,"La Nina",13.597059,2021-06-13,316.288251,6.97906746
7.0876503,-1,"La Nina",13.597059,2021-06-20,190.1407739,4.4
7.0876503,-1,"La Nina",13.597059,2021-06-27,318.0194798,6.537040715
3.0225399,-1.4,"La Nina",13.783,2021-07-04,315.361638,6.205357143
3.0225399,-1.4,"La Nina",13.783,2021-07-11,317.6872933,6.181529294
3.0225399,-1.4,"La Nina",13.783,2021-07-18,315.0269444,5.687686197
3.0225399,-1.4,"La Nina",13.783,2021-07-25,227.2258837,2.234393638
6.546787,-1.3,"La Nina",16.547916,2021-08-01,309.2507407,5.6816286
6.546787,-1.3,"La Nina",16.547916,2021-08-08,289.617734,3.887785501
6.546787,-1.3,"La Nina",16.547916,2021-08-15,273.9690109,4.835218254
6.546787,-1.3,"La Nina",16.547916,2021-08-22,283.937562,3.929861111
6.546787,-1.3,"La Nina",16.547916,2021-08-29,287.8971248,3.215575397
7.707869,-1.4,"La Nina",15.96625,2021-09-05,321.6400573,6.674603175
7.707869,-1.4,"La Nina",15.96625,2021-09-12,261.8472684,3.919642857
7.707869,-1.4,"La Nina",15.96625,2021-09-19,305.2003236,3.62959285
7.707869,-1.4,"La Nina",15.96625,2021-09-26,326.3184648,6.285019841
3.4263945,-1.5,"La Nina",14.398158,2021-10-03,320.0078154,4.83694141
3.4263945,-1.5,"La Nina",14.398158,2021-10-10,337.4129573,7.385898709
3.4263945,-1.5,"La Nina",14.398158,2021-10-17,190.0407387,5.215674604
3.4263945,-1.5,"La Nina",14.398158,2021-10-24,300.7718068,5.686196624
3.4263945,-1.5,"La Nina",14.398158,2021-10-31,331.6099218,5.166765873
7.435782,-1.4,"La Nina",14.416389,2021-11-07,339.7770459,6.810416666
7.435782,-1.4,"La Nina",14.416389,2021-11-14,339.7817945,4.114880952
7.435782,-1.4,"La Nina",14.416389,2021-11-21,8.988517275,5.003968254
7.435782,-1.4,"La Nina",14.416389,2021-11-28,345.2211865,3.976939204
1.0363748,-1.2,"La Nina",13.098751,2021-12-05,344.5366243,6.517162698
1.0363748,-1.2,"La Nina",13.098751,2021-12-12,196.3083441,6.940773809
1.0363748,-1.2,"La Nina",13.098751,2021-12-19,164.6986498,6.316170635
1.0363748,-1.2,"La Nina",13.098751,2021-12-26,309.9616254,6.994035785
1.3254904,-1,"La Nina",13.193095,2022-01-02,328.3168333,4.724726911
1.3254904,-1,"La Nina",13.193095,2022-01-09,35.0811534,4.91857001
1.3254904,-1,"La Nina",13.193095,2022-01-16,7.868803759,4.119761668
1.3254904,-1,"La Nina",13.193095,2022-01-23,10.46521344,4.291964286
1.3254904,-1,"La Nina",13.193095,2022-01-30,351.0992536,7.020953327
9.923646,-1,"La Nina",12.7858715,2022-02-06,349.3786967,4.316051845
9.923646,-1,"La Nina",12.7858715,2022-02-13,338.2001357,6.066666667
9.923646,-1,"La Nina",12.7858715,2022-02-20,339.1811786,7.425297619
9.923646,-1,"La Nina",12.7858715,2022-02-27,333.7035671,6.460218254
11.9681635,-1.3,"La Nina",11.6735,2022-03-06,331.8146613,6.570506454
11.9681635,-1.3,"La Nina",11.6735,2022-03-13,333.1248677,5.460873884
11.9681635,-1.3,"La Nina",11.6735,2022-03-20,329.6228577,9.128472222
11.9681635,-1.3,"La Nina",11.6735,2022-03-27,325.5705551,8.148809522
19.033106,-1.6,"La Nina",11.384999,2022-04-03,336.2225632,8.72591857
19.033106,-1.6,"La Nina",11.384999,2022-04-10,311.7098053,7.829861111
19.033106,-1.6,"La Nina",11.384999,2022-04-17,293.113107,5.690367428
19.033106,-1.6,"La Nina",11.384999,2022-04-24,327.8447994,9.23968254
2.0168054,-1.6,"La Nina",11.182617,2022-05-01,327.095304,7.13015873
2.0168054,-1.6,"La Nina",11.182617,2022-05-08,326.8062806,7.925694445
2.0168054,-1.6,"La Nina",11.182617,2022-05-15,325.3379489,8.963789683
2.0168054,-1.6,"La Nina",11.182617,2022-05-22,289.8034558,5.539781746
2.0168054,-1.6,"La Nina",11.182617,2022-05-29,322.2473982,8.06199005
3.0405738,-1.9,"La Nina",12.485833,2022-06-05,321.7083963,7.372591857
3.0405738,-1.9,"La Nina",12.485833,2022-06-12,316.1984039,7.925944333
3.0405738,-1.9,"La Nina",12.485833,2022-06-19,319.7526003,5.025948104
3.0405738,-1.9,"La Nina",12.485833,2022-06-26,325.2327637,7.002579364
1.7473142,-2.2,"La Nina",14.375626,2022-07-03,311.8664458,4.673752495
1.7473142,-2.2,"La Nina",14.375626,2022-07-10,317.253074,6.496428572
1.7473142,-2.2,"La Nina",14.375626,2022-07-17,327.3729757,8.589672294
1.7473142,-2.2,"La Nina",14.375626,2022-07-24,317.9249442,4.197912525
1.7473142,-2.2,"La Nina",14.375626,2022-07-31,313.0475963,4.186111111
4.2955637,-1.7,"La Nina",15.964285,2022-08-07,327.2166219,5.958689176
4.2955637,-1.7,"La Nina",15.964285,2022-08-14,322.9258556,5.784095428
4.2955637,-1.7,"La Nina",15.964285,2022-08-21,327.1412663,4.461507937
4.2955637,-1.7,"La Nina",15.964285,2022-08-28,312.6928295,5.72420635
2.842701,-1.7,"La Nina",15.625,2022-09-04,317.0026533,4.352532274
2.842701,-1.7,"La Nina",15.625,2022-09-11,322.0859922,5.283515393
2.842701,-1.7,"La Nina",15.625,2022-09-18,116.9660412,5.740714995
2.842701,-1.7,"La Nina",15.625,2022-09-25,323.7393262,5.771825397
1.5377169,-1.7,"La Nina",15.050498,2022-10-02,322.3488451,5.758093346
1.5377169,-1.7,"La Nina",15.050498,2022-10-09,330.7238993,4.186210318
1.5377169,-1.7,"La Nina",15.050498,2022-10-16,327.3739727,4.432803181
1.5377169,-1.7,"La Nina",15.050498,2022-10-23,333.8648579,7.208730159
1.5377169,-1.7,"La Nina",15.050498,2022-10-30,329.1932726,5.424305556
1.6954663,-1.5,"La Nina",12.719048,2022-11-06,309.3037827,4.941369048
1.6954663,-1.5,"La Nina",12.719048,2022-11-13,353.8112898,5.516170635
1.6954663,-1.5,"La Nina",12.719048,2022-11-20,27.38656105,4.562698412
1.6954663,-1.5,"La Nina",12.719048,2022-11-27,349.1069478,5.774379345
1.0167081,-1.3,"La Nina",12.214999,2022-12-04,158.5890368,4.296924603
1.0167081,-1.3,"La Nina",12.214999,2022-12-11,26.72923689,5.081032771
1.0167081,-1.3,"La Nina",12.214999,2022-12-18,9.724484918,3.322862823
1.0167081,-1.3,"La Nina",12.214999,2022-12-25,200.4003082,5.469146825
2.116524,-1.1,"La Nina",12.916072,2023-01-01,172.5604594,9.150943396
2.116524,-1.1,"La Nina",12.916072,2023-01-08,174.966903,9.47718254
2.116524,-1.1,"La Nina",12.916072,2023-01-15,325.7040597,6.902085402
2.116524,-1.1,"La Nina",12.916072,2023-01-22,3.770292602,5.925396825
2.116524,-1.1,"La Nina",12.916072,2023-01-29,70.28391187,5.718073486
3.1375375,-0.9,"La Nina",12.253749,2023-02-05,331.1879962,6.599106256
3.1375375,-0.9,"La Nina",12.253749,2023-02-12,2.611846056,7.580952383
3.1375375,-0.9,"La Nina",12.253749,2023-02-19,330.9559606,6.499206349
3.1375375,-0.9,"La Nina",12.253749,2023-02-26,294.608754,7.756107249
1.0969727,-0.8,"La Nina",11.58625,2023-03-05,217.6320717,5.291559086
1.0969727,-0.8,"La Nina",11.58625,2023-03-12,256.5949247,6.823412698
1.0969727,-0.8,"La Nina",11.58625,2023-03-19,299.0254883,8.657398213
1.0969727,-0.8,"La Nina",11.58625,2023-03-26,302.9854189,6.401884921
8.102544,-0.4,"La Nina",10.798666,2023-04-02,326.3454538,7.628075397
8.102544,-0.4,"La Nina",10.798666,2023-04-09,328.614007,8.034756703
8.102544,-0.4,"La Nina",10.798666,2023-04-16,326.7411504,8.131944444
8.102544,-0.4,"La Nina",10.798666,2023-04-23,316.0941892,5.302184707
8.102544,-0.4,"La Nina",10.798666,2023-04-30,274.452698,5.634156821
0.57237524,-0.1,"La Nina",13.050417,2023-05-07,315.6096312,5.971896723
0.57237524,-0.1,"La Nina",13.050417,2023-05-14,316.6845017,6.999404762
0.57237524,-0.1,"La Nina",13.050417,2023-05-21,293.4631367,4.458134921
0.57237524,-0.1,"La Nina",13.050417,2023-05-28,307.6060908,5.596428572
2.689702,0.4,"El Nino",14.081249,2023-06-04,267.9736937,3.980079681
2.689702,0.4,"El Nino",14.081249,2023-06-11,235.2764518,2.843353174
2.689702,0.4,"El Nino",14.081249,2023-06-18,313.4846364,7.30695134
2.689702,0.4,"El Nino",14.081249,2023-06-25,320.7568764,7.28015873
11.090045,0.5,"El Nino",13.943571,2023-07-02,268.2217015,3.721428571
11.090045,0.5,"El Nino",13.943571,2023-07-09,326.8157529,8.131578944
11.090045,0.5,"El Nino",13.943571,2023-07-16,316.7072263,6.155555554
11.090045,0.5,"El Nino",13.943571,2023-07-23,318.2991006,7.45183714
11.090045,0.5,"El Nino",13.943571,2023-07-30,320.7796473,6.622123016
0.9611956,0.5,"El Nino",15.978749,2023-08-06,299.5622165,3.904662698
0.9611956,0.5,"El Nino",15.978749,2023-08-13,266.8454409,1.972266401
0.9611956,0.5,"El Nino",15.978749,2023-08-20,294.3323404,4.939583333
0.9611956,0.5,"El Nino",15.978749,2023-08-27,322.2950704,7.00944334
0.77073246,0.7,"El Nino",16.615356,2023-09-03,309.4820833,4.337313433
0.77073246,0.7,"El Nino",16.615356,2023-09-10,315.3840695,5.383316783
0.77073246,0.7,"El Nino",16.615356,2023-09-17,264.3629064,2.677644711
0.77073246,0.7,"El Nino",16.615356,2023-09-24,320.5463998,6.129224652
1.5010917,0.5,"El Nino",16.058529,2023-10-01,341.8692409,3.7027833
1.5010917,0.5,"El Nino",16.058529,2023-10-08,318.4258261,5.169338677
1.5010917,0.5,"El Nino",16.058529,2023-10-15,332.2795641,4.537462537
1.5010917,0.5,"El Nino",16.058529,2023-10-22,324.0124802,6.700707786
