chlorophyll,mei,enso_event,sst,date,direction,speed,buoy_id,year,month,day,upwelling,week
1.0149286,0.2,Neutral,12.375,2004-01-04,92.9305544,5.457582997,M1,2004,1,4,0,1
1.0149286,0.2,Neutral,12.375,2004-01-11,55.80732804,3.591718007,M1,2004,1,11,0,2
1.0149286,0.2,Neutral,12.375,2004-01-18,41.80402679,4.154271076,M1,2004,1,18,0,3
1.0149286,0.2,Neutral,12.375,2004-01-25,339.1637203,5.532117992,M1,2004,1,25,0,4
46.43133,0,Neutral,11.897142,2004-02-01,329.7112859,5.882043122,M1,2004,2,1,1,1
46.43133,0,Neutral,11.897142,2004-02-08,60.44488227,4.154020124,M1,2004,2,8,0,2
46.43133,0,Neutral,11.897142,2004-02-15,184.4009779,5.722299074,M1,2004,2,15,0,3
46.43133,0,Neutral,11.897142,2004-02-22,210.2738622,6.121210832,M1,2004,2,22,0,4
46.43133,0,Neutral,11.897142,2004-02-29,322.5334962,6.487093511,M1,2004,2,29,1,5
16.278376,-0.4,Neutral,12.816666,2004-03-07,328.9252548,4.687344563,M1,2004,3,7,1,1
16.278376,-0.4,Neutral,12.816666,2004-03-14,326.2996134,3.606173105,M1,2004,3,14,0,2
16.278376,-0.4,Neutral,12.816666,2004-03-21,303.5890068,5.408057162,M1,2004,3,21,1,3
16.278376,-0.4,Neutral,12.816666,2004-03-28,320.8496285,6.294525957,M1,2004,3,28,1,4
8.413933,-0.2,Neutral,12.076875,2004-04-04,312.1304373,5.758894751,M1,2004,4,4,1,1
8.413933,-0.2,Neutral,12.076875,2004-04-11,304.1463397,3.9221276,M1,2004,4,11,0,2
8.413933,-0.2,Neutral,12.076875,2004-04-18,269.0556835,4.79170475,M1,2004,4,18,0,3
8.413933,-0.2,Neutral,12.076875,2004-04-25,309.0483414,4.874880576,M1,2004,4,25,1,4
7.4053683,-0.5,Neutral,12.004063,2004-05-02,303.5816816,5.914017564,M1,2004,5,2,1,1
7.4053683,-0.5,Neutral,12.004063,2004-05-09,313.0118729,8.063556029,M1,2004,5,9,1,2
7.4053683,-0.5,Neutral,12.004063,2004-05-16,294.8408116,6.305923895,M1,2004,5,16,1,3
7.4053683,-0.5,Neutral,12.004063,2004-05-23,265.5073156,4.195503412,M1,2004,5,23,0,4
7.4053683,-0.5,Neutral,12.004063,2004-05-30,315.2168611,7.279026245,M1,2004,5,30,1,5
11.259228,-0.4,Neutral,12.151316,2004-06-06,298.8516521,7.631614107,M1,2004,6,6,1,1
11.259228,-0.4,Neutral,12.151316,2004-06-13,272.1213762,4.651964491,M1,2004,6,13,0,2
11.259228,-0.4,Neutral,12.151316,2004-06-20,305.2813825,7.53683316,M1,2004,6,20,1,3
11.259228,-0.4,Neutral,12.151316,2004-06-27,277.1132839,4.987677668,M1,2004,6,27,0,4
7.0364,0.5,Neutral,13.914375,2004-07-04,229.9616692,4.24716426,M1,2004,7,4,0,1
7.0364,0.5,Neutral,13.914375,2004-07-11,313.0366704,6.155959843,M1,2004,7,11,1,2
7.0364,0.5,Neutral,13.914375,2004-07-18,293.950809,4.793324417,M1,2004,7,18,1,3
7.0364,0.5,Neutral,13.914375,2004-07-25,257.7871409,3.058840238,M1,2004,7,25,0,4
2.7790911,0.8,El Nino,14.859645,2004-08-01,305.2863345,5.68422468,M1,2004,8,1,1,1
2.7790911,0.8,El Nino,14.859645,2004-08-08,275.0230766,3.510833475,M1,2004,8,8,0,2
2.7790911,0.8,El Nino,14.859645,2004-08-15,303.3005647,4.416446928,M1,2004,8,15,1,3
2.7790911,0.8,El Nino,14.859645,2004-08-22,284.94541829999997,4.054170973,M1,2004,8,22,1,4
2.7790911,0.8,El Nino,14.859645,2004-08-29,291.625306,3.965659159,M1,2004,8,29,0,5
8.3810005,0.6,El Nino,14.912646,2004-09-05,316.3439394,4.1300765,M1,2004,9,5,1,1
8.3810005,0.6,El Nino,14.912646,2004-09-12,310.3483675,5.569022664,M1,2004,9,12,1,2
8.3810005,0.6,El Nino,14.912646,2004-09-19,310.3789169,4.133016858,M1,2004,9,19,1,3
8.3810005,0.6,El Nino,14.912646,2004-09-26,289.1666204,3.526647116,M1,2004,9,26,0,4
8.783473,0.4,Neutral,14.62,2004-10-03,320.5416281,4.386032012,M1,2004,10,3,1,1
8.783473,0.4,Neutral,14.62,2004-10-10,320.6361952,3.452045388,M1,2004,10,10,0,2
8.783473,0.4,Neutral,14.62,2004-10-17,203.7390991,4.86259943,M1,2004,10,17,0,3
8.783473,0.4,Neutral,14.62,2004-10-24,310.7523355,5.397159256,M1,2004,10,24,1,4
8.783473,0.4,Neutral,14.62,2004-10-31,16.04551909,5.475299751,M1,2004,10,31,0,5
6.758955,0.6,El Nino,14.455556,2004-11-07,258.7334283,4.258566979,M1,2004,11,7,0,1
6.758955,0.6,El Nino,14.455556,2004-11-14,19.22565236,3.901440487,M1,2004,11,14,0,2
6.758955,0.6,El Nino,14.455556,2004-11-21,4.612956459,5.591982701,M1,2004,11,21,0,3
6.758955,0.6,El Nino,14.455556,2004-11-28,42.50068885,5.119205196,M1,2004,11,28,0,4
1.7027895,0.5,Neutral,13.173077,2004-12-05,118.0585974,6.260308153,M1,2004,12,5,0,1
1.7027895,0.5,Neutral,13.173077,2004-12-12,68.92710856,5.471074514,M1,2004,12,12,0,2
1.7027895,0.5,Neutral,13.173077,2004-12-19,60.07407172,3.922248774,M1,2004,12,19,0,3
1.7027895,0.5,Neutral,13.173077,2004-12-26,179.349056,8.343659989,M1,2004,12,26,0,4
1.1045,0.1,Neutral,13.494092,2005-01-02,137.0256323,5.866485039,M1,2005,1,2,0,1
1.1045,0.1,Neutral,13.494092,2005-01-09,55.54815956,6.35222561,M1,2005,1,9,0,2
1.1045,0.1,Neutral,13.494092,2005-01-16,48.26298877,4.447689731,M1,2005,1,16,0,3
1.1045,0.1,Neutral,13.494092,2005-01-23,179.950964,5.214937989,M1,2005,1,23,0,4
1.1045,0.1,Neutral,13.494092,2005-01-30,35.37850919,4.558462025,M1,2005,1,30,0,5
1.0282727,0.6,El Nino,13.516427,2005-02-06,11.6528634,5.073428203,M1,2005,2,6,0,1
1.0282727,0.6,El Nino,13.516427,2005-02-13,133.8643671,5.240180261,M1,2005,2,13,0,2
1.0282727,0.6,El Nino,13.516427,2005-02-20,14.28305399,5.740710983,M1,2005,2,20,0,3
1.0282727,0.6,El Nino,13.516427,2005-02-27,181.759617,5.555605473,M1,2005,2,27,0,4
1.9082502,0.8,El Nino,14.305715,2005-03-06,332.8958457,4.225686717,M1,2005,3,6,0,1
1.9082502,0.8,El Nino,14.305715,2005-03-13,221.8200131,4.232220303,M1,2005,3,13,0,2
1.9082502,0.8,El Nino,14.305715,2005-03-20,267.2787574,6.820980882,M1,2005,3,20,0,3
1.9082502,0.8,El Nino,14.305715,2005-03-27,318.1359845,6.683024719,M1,2005,3,27,1,4
12.29461,0.1,Neutral,12.416667,2005-04-03,309.4056051,6.43862998,M1,2005,4,3,1,1
12.29461,0.1,Neutral,12.416667,2005-04-10,327.4116372,7.662186747,M1,2005,4,10,1,2
12.29461,0.1,Neutral,12.416667,2005-04-17,317.0722229,6.859997171,M1,2005,4,17,1,3
12.29461,0.1,Neutral,12.416667,2005-04-24,265.4462984,3.858487817,M1,2005,4,24,0,4
14.193855,0.2,Neutral,13.585001,2005-05-01,295.7342459,3.795174947,M1,2005,5,1,0,1
14.193855,0.2,Neutral,13.585001,2005-05-08,301.0893306,6.421455963,M1,2005,5,8,1,2
14.193855,0.2,Neutral,13.585001,2005-05-15,292.2786256,5.29922246,M1,2005,5,15,1,3
14.193855,0.2,Neutral,13.585001,2005-05-22,297.8712267,5.588119801,M1,2005,5,22,1,4
14.193855,0.2,Neutral,13.585001,2005-05-29,309.8972615,6.801940494,M1,2005,5,29,1,5
14.718051,0.2,Neutral,12.651999,2005-06-05,300.9889279,7.115710096,M1,2005,6,5,1,1
14.718051,0.2,Neutral,12.651999,2005-06-12,285.8420807,5.968362414,M1,2005,6,12,1,2
14.718051,0.2,Neutral,12.651999,2005-06-19,289.9947172,4.203433098,M1,2005,6,19,1,3
14.718051,0.2,Neutral,12.651999,2005-06-26,289.1369792,3.56588985,M1,2005,6,26,0,4
5.624,0,Neutral,13.506666,2005-07-03,305.4998509,6.073439338,M1,2005,7,3,1,1
5.624,0,Neutral,13.506666,2005-07-10,294.0791248,4.739841424,M1,2005,7,10,1,2
5.624,0,Neutral,13.506666,2005-07-17,289.4118315,3.612730938,M1,2005,7,17,0,3
5.624,0,Neutral,13.506666,2005-07-24,270.3170035,2.588917261,M1,2005,7,24,0,4
5.624,0,Neutral,13.506666,2005-07-31,308.5566608,4.007884147,M1,2005,7,31,1,5
10.5130005,0,Neutral,15.065834,2005-08-07,294.6577926,3.307390393,M1,2005,8,7,0,1
10.5130005,0,Neutral,15.065834,2005-08-14,282.341054,3.090912201,M1,2005,8,14,0,2
10.5130005,0,Neutral,15.065834,2005-08-21,293.7368573,4.977310088,M1,2005,8,21,1,3
10.5130005,0,Neutral,15.065834,2005-08-28,298.8019325,4.175794707,M1,2005,8,28,1,4
16.705723,0,Neutral,14.004584,2005-09-04,296.7507275,4.628504977,M1,2005,9,4,1,1
16.705723,0,Neutral,14.004584,2005-09-11,312.599918,5.098191248,M1,2005,9,11,1,2
16.705723,0,Neutral,14.004584,2005-09-18,311.760142,4.904139686,M1,2005,9,18,1,3
16.705723,0,Neutral,14.004584,2005-09-25,317.6112898,3.913779898,M1,2005,9,25,0,4
14.561443,-0.7,La Nina,13.329642,2005-10-02,317.6938634,6.431057308,M1,2005,10,2,1,1
14.561443,-0.7,La Nina,13.329642,2005-10-09,318.5613952,4.230981664,M1,2005,10,9,1,2
14.561443,-0.7,La Nina,13.329642,2005-10-16,314.7343543,4.770631526,M1,2005,10,16,1,3
14.561443,-0.7,La Nina,13.329642,2005-10-23,308.9774187,3.209036619,M1,2005,10,23,0,4
14.561443,-0.7,La Nina,13.329642,2005-10-30,356.8959066,3.75927318,M1,2005,10,30,0,5
19.395,-0.7,La Nina,13.368846,2005-11-06,317.354135,3.845939639,M1,2005,11,6,0,1
19.395,-0.7,La Nina,13.368846,2005-11-13,61.31230835,4.28013105,M1,2005,11,13,0,2
19.395,-0.7,La Nina,13.368846,2005-11-20,0.949111351,4.835262395,M1,2005,11,20,0,3
19.395,-0.7,La Nina,13.368846,2005-11-27,135.3046293,5.513785169,M1,2005,11,27,0,4
4.5631,-0.7,La Nina,12.209445,2005-12-04,58.07954024,4.465511563,M1,2005,12,4,0,1
4.5631,-0.7,La Nina,12.209445,2005-12-11,47.90877638,3.491806924,M1,2005,12,11,0,2
4.5631,-0.7,La Nina,12.209445,2005-12-18,150.7306197,6.191444121,M1,2005,12,18,0,3
4.5631,-0.7,La Nina,12.209445,2005-12-25,179.0833326,5.554527086,M1,2005,12,25,0,4
7.8875394,-0.6,La Nina,12.677778,2006-01-01,101.0271951,5.368524862,M1,2006,1,1,0,1
7.8875394,-0.6,La Nina,12.677778,2006-01-08,30.45633585,5.235919291,M1,2006,1,8,0,2
7.8875394,-0.6,La Nina,12.677778,2006-01-15,3.738227021,4.921271855,M1,2006,1,15,0,3
7.8875394,-0.6,La Nina,12.677778,2006-01-22,24.17380589,4.468694284,M1,2006,1,22,0,4
7.8875394,-0.6,La Nina,12.677778,2006-01-29,326.0772489,3.623922052,M1,2006,1,29,0,5
3.8004663,-0.5,Neutral,12.049583,2006-02-05,45.57038552,5.241529123,M1,2006,2,5,0,1
3.8004663,-0.5,Neutral,12.049583,2006-02-12,343.3654534,5.655143475,M1,2006,2,12,0,2
3.8004663,-0.5,Neutral,12.049583,2006-02-19,48.82937482,4.144453885,M1,2006,2,19,0,3
3.8004663,-0.5,Neutral,12.049583,2006-02-26,175.0745169,6.436900574,M1,2006,2,26,0,4
1.5226364,-0.6,La Nina,11.905001,2006-03-05,272.4364451,6.944303668,M1,2006,3,5,0,1
1.5226364,-0.6,La Nina,11.905001,2006-03-12,223.346171,5.72984447,M1,2006,3,12,0,2
1.5226364,-0.6,La Nina,11.905001,2006-03-19,229.8392488,4.738065326,M1,2006,3,19,0,3
1.5226364,-0.6,La Nina,11.905001,2006-03-26,197.6182504,6.334901433,M1,2006,3,26,0,4
2.0398,-0.8,La Nina,12.7699995,2006-04-02,178.6230082,6.289978638,M1,2006,4,2,0,1
2.0398,-0.8,La Nina,12.7699995,2006-04-09,204.1252941,5.314346662,M1,2006,4,9,0,2
2.0398,-0.8,La Nina,12.7699995,2006-04-16,306.1377217,6.545992303,M1,2006,4,16,1,3
2.0398,-0.8,La Nina,12.7699995,2006-04-23,276.9832031,4.47661196,M1,2006,4,23,0,4
2.0398,-0.8,La Nina,12.7699995,2006-04-30,290.9528353,5.150413541,M1,2006,4,30,1,5
12.0288105,-0.4,Neutral,12.600937,2006-05-07,321.1193822,6.578561748,M1,2006,5,7,1,1
12.0288105,-0.4,Neutral,12.600937,2006-05-14,304.8239991,5.002546238,M1,2006,5,14,1,2
12.0288105,-0.4,Neutral,12.600937,2006-05-21,283.6725152,6.054417311,M1,2006,5,21,1,3
12.0288105,-0.4,Neutral,12.600937,2006-05-28,321.4114824,6.53445873,M1,2006,5,28,1,4
56.136814,-0.2,Neutral,12.955,2006-06-04,310.0201285,7.001393668,M1,2006,6,4,1,1
56.136814,-0.2,Neutral,12.955,2006-06-11,296.2471997,5.256885785,M1,2006,6,11,1,2
56.136814,-0.2,Neutral,12.955,2006-06-18,285.0927008,4.750505845,M1,2006,6,18,1,3
56.136814,-0.2,Neutral,12.955,2006-06-25,291.1741127,3.554427236,M1,2006,6,25,0,4
18.522923,0.2,Neutral,14.933332,2006-07-02,318.3014656,7.625724781,M1,2006,7,2,1,1
18.522923,0.2,Neutral,14.933332,2006-07-09,322.0698594,5.76340758,M1,2006,7,9,1,2
18.522923,0.2,Neutral,14.933332,2006-07-16,273.2710959,3.269400691,M1,2006,7,16,0,3
18.522923,0.2,Neutral,14.933332,2006-07-23,286.0719595,3.388314149,M1,2006,7,23,0,4
18.522923,0.2,Neutral,14.933332,2006-07-30,289.4315374,4.10282625,M1,2006,7,30,1,5
57.2782,0.6,El Nino,15.74,2006-08-06,306.6682161,4.861502401,M1,2006,8,6,1,1
57.2782,0.6,El Nino,15.74,2006-08-13,270.7125284,3.516523006,M1,2006,8,13,0,2
57.2782,0.6,El Nino,15.74,2006-08-20,301.6982212,4.397078929,M1,2006,8,20,1,3
57.2782,0.6,El Nino,15.74,2006-08-27,299.9193006,3.706521829,M1,2006,8,27,0,4
20.591,0.7,El Nino,14.4845,2006-09-03,297.2996728,4.48209626,M1,2006,9,3,1,1
20.591,0.7,El Nino,14.4845,2006-09-10,305.3503559,4.449642651,M1,2006,9,10,1,2
20.591,0.7,El Nino,14.4845,2006-09-17,327.5213657,4.764560059,M1,2006,9,17,1,3
20.591,0.7,El Nino,14.4845,2006-09-24,294.2155648,2.541110065,M1,2006,9,24,0,4
3.853,0.8,El Nino,15.3775,2006-10-01,313.4565992,3.206668347,M1,2006,10,1,0,1
3.853,0.8,El Nino,15.3775,2006-10-08,285.6782602,3.566539054,M1,2006,10,8,0,2
3.853,0.8,El Nino,15.3775,2006-10-15,344.3283515,5.193670642,M1,2006,10,15,0,3
3.853,0.8,El Nino,15.3775,2006-10-22,0.951566734,3.761815474,M1,2006,10,22,0,4
3.853,0.8,El Nino,15.3775,2006-10-29,280.39049,3.463507436,M1,2006,10,29,0,5
4.9679413,1,El Nino,14.160714,2006-11-05,335.8879489,5.694399129,M1,2006,11,5,0,1
4.9679413,1,El Nino,14.160714,2006-11-12,347.4257808,4.781379388,M1,2006,11,12,0,2
4.9679413,1,El Nino,14.160714,2006-11-19,348.8144837,4.182704433,M1,2006,11,19,0,3
4.9679413,1,El Nino,14.160714,2006-11-26,13.67738238,5.540221766,M1,2006,11,26,0,4
1.8033572,0.6,El Nino,12.747272,2006-12-03,77.9804737,5.595392908,M1,2006,12,3,0,1
1.8033572,0.6,El Nino,12.747272,2006-12-10,53.15741191,4.416933357,M1,2006,12,10,0,2
1.8033572,0.6,El Nino,12.747272,2006-12-17,50.46995027,4.785347938,M1,2006,12,17,0,3
1.8033572,0.6,El Nino,12.747272,2006-12-24,45.73143498,6.441422149,M1,2006,12,24,0,4
1.8033572,0.6,El Nino,12.747272,2006-12-31,351.1765617,5.104870872,M1,2006,12,31,0,5
1.0471429,0.6,El Nino,11.418948,2007-01-07,7.808178921,6.492807974,M1,2007,1,7,0,1
1.0471429,0.6,El Nino,11.418948,2007-01-14,42.47929611,4.764284469,M1,2007,1,14,0,2
1.0471429,0.6,El Nino,11.418948,2007-01-21,25.67404271,4.3863793,M1,2007,1,21,0,3
1.0471429,0.6,El Nino,11.418948,2007-01-28,5.155205297,4.211724871,M1,2007,1,28,0,4
1.1015384,0.4,Neutral,12.247778,2007-02-04,147.6002003,5.276665175,M1,2007,2,4,0,1
1.1015384,0.4,Neutral,12.247778,2007-02-11,318.891099,4.98572332,M1,2007,2,11,1,2
1.1015384,0.4,Neutral,12.247778,2007-02-18,295.8121457,7.306465768,M1,2007,2,18,1,3
1.1015384,0.4,Neutral,12.247778,2007-02-25,282.1426512,6.381780794,M1,2007,2,25,1,4
34.28225,-0.2,Neutral,11.527727,2007-03-04,316.9420633,4.587316088,M1,2007,3,4,1,1
34.28225,-0.2,Neutral,11.527727,2007-03-11,325.451468,4.875335634,M1,2007,3,11,1,2
34.28225,-0.2,Neutral,11.527727,2007-03-18,303.8890084,5.650595186,M1,2007,3,18,1,3
34.28225,-0.2,Neutral,11.527727,2007-03-25,314.6642591,5.80197732,M1,2007,3,25,1,4
4.0678573,-0.3,Neutral,10.655,2007-04-01,313.8046445,6.024702785,M1,2007,4,1,1,1
4.0678573,-0.3,Neutral,10.655,2007-04-08,310.1273452,7.101698742,M1,2007,4,8,1,2
4.0678573,-0.3,Neutral,10.655,2007-04-15,313.3515465,7.747493956,M1,2007,4,15,1,3
4.0678573,-0.3,Neutral,10.655,2007-04-22,310.5387036,6.392045608,M1,2007,4,22,1,4
4.0678573,-0.3,Neutral,10.655,2007-04-29,296.9029422,5.52494219,M1,2007,4,29,1,5
38.182125,-0.4,Neutral,10.855834,2007-05-06,293.0743842,4.626318094,M1,2007,5,6,1,1
38.182125,-0.4,Neutral,10.855834,2007-05-13,309.1347529,7.80801058,M1,2007,5,13,1,2
38.182125,-0.4,Neutral,10.855834,2007-05-20,297.7091304,6.109208742,M1,2007,5,20,1,3
38.182125,-0.4,Neutral,10.855834,2007-05-27,276.7895799,4.192041417,M1,2007,5,27,0,4
10.476213,-0.8,La Nina,12.107501,2007-06-03,307.556918,6.450946173,M1,2007,6,3,1,1
10.476213,-0.8,La Nina,12.107501,2007-06-10,302.2624013,6.118346185,M1,2007,6,10,1,2
10.476213,-0.8,La Nina,12.107501,2007-06-17,275.708825,5.64736462,M1,2007,6,17,0,3
10.476213,-0.8,La Nina,12.107501,2007-06-24,308.3556256,7.314177776,M1,2007,6,24,1,4
4.5114546,-0.7,La Nina,13.786501,2007-07-01,295.2817269,6.23114531,M1,2007,7,1,1,1
4.5114546,-0.7,La Nina,13.786501,2007-07-08,233.509092,3.687261463,M1,2007,7,8,0,2
4.5114546,-0.7,La Nina,13.786501,2007-07-15,305.500223,6.056076486,M1,2007,7,15,1,3
4.5114546,-0.7,La Nina,13.786501,2007-07-22,311.3081307,6.542299343,M1,2007,7,22,1,4
4.5114546,-0.7,La Nina,13.786501,2007-07-29,295.747146,3.986837524,M1,2007,7,29,0,5
8.168734,-0.9,La Nina,14.004168,2007-08-05,303.3745423,5.019586241,M1,2007,8,5,1,1
8.168734,-0.9,La Nina,14.004168,2007-08-12,313.5664381,7.360742779,M1,2007,8,12,1,2
8.168734,-0.9,La Nina,14.004168,2007-08-19,295.1717177,4.70816152,M1,2007,8,19,1,3
8.168734,-0.9,La Nina,14.004168,2007-08-26,282.450755,3.068735652,M1,2007,8,26,0,4
6.0408187,-1.1,La Nina,15.2617655,2007-09-02,308.7985184,5.140534556,M1,2007,9,2,1,1
6.0408187,-1.1,La Nina,15.2617655,2007-09-09,301.062603,3.709371154,M1,2007,9,9,0,2
6.0408187,-1.1,La Nina,15.2617655,2007-09-16,305.5869991,4.837597783,M1,2007,9,16,1,3
6.0408187,-1.1,La Nina,15.2617655,2007-09-23,323.5500618,4.181009538,M1,2007,9,23,1,4
6.0408187,-1.1,La Nina,15.2617655,2007-09-30,323.442851,6.227707043,M1,2007,9,30,1,5
17.757591,-1.1,La Nina,13.725999,2007-10-07,324.9805539,4.819660777,M1,2007,10,7,1,1
17.757591,-1.1,La Nina,13.725999,2007-10-14,322.8620982,4.199240519,M1,2007,10,14,1,2
17.757591,-1.1,La Nina,13.725999,2007-10-21,353.99556689999997,4.44965287,M1,2007,10,21,0,3
17.757591,-1.1,La Nina,13.725999,2007-10-28,333.1407697,4.134576736,M1,2007,10,28,0,4
14.940249,-1.1,La Nina,12.936817,2007-11-04,112.8708821,2.884560861,M1,2007,11,4,0,1
14.940249,-1.1,La Nina,12.936817,2007-11-11,354.4565261,4.880556591,M1,2007,11,11,0,2
14.940249,-1.1,La Nina,12.936817,2007-11-18,11.18040127,4.075761137,M1,2007,11,18,0,3
14.940249,-1.1,La Nina,12.936817,2007-11-25,4.81270664,4.67596818,M1,2007,11,25,0,4
15.578845,-1.2,La Nina,11.4180765,2007-12-02,22.75643605,5.895913657,M1,2007,12,2,0,1
15.578845,-1.2,La Nina,11.4180765,2007-12-09,34.11414187,4.462863456,M1,2007,12,9,0,2
15.578845,-1.2,La Nina,11.4180765,2007-12-16,64.30194924,5.524743144,M1,2007,12,16,0,3
15.578845,-1.2,La Nina,11.4180765,2007-12-23,4.062597199,5.908467921,M1,2007,12,23,0,4
15.578845,-1.2,La Nina,11.4180765,2007-12-30,112.2537816,7.015724499,M1,2007,12,30,0,5
1.5752224,-1.1,La Nina,11.632857,2008-01-06,41.65168253,4.345177653,M1,2008,1,6,0,1
1.5752224,-1.1,La Nina,11.632857,2008-01-13,45.43454693,5.370595898,M1,2008,1,13,0,2
1.5752224,-1.1,La Nina,11.632857,2008-01-20,124.5508736,6.123399739,M1,2008,1,20,0,3
1.5752224,-1.1,La Nina,11.632857,2008-01-27,335.8231556,6.44678091,M1,2008,1,27,0,4
2.4519289,-1.3,La Nina,11.164999,2008-02-03,351.2726233,6.497483861,M1,2008,2,3,0,1
2.4519289,-1.3,La Nina,11.164999,2008-02-10,344.5674607,5.31362167,M1,2008,2,10,0,2
2.4519289,-1.3,La Nina,11.164999,2008-02-17,250.9628801,4.078593623,M1,2008,2,17,0,3
2.4519289,-1.3,La Nina,11.164999,2008-02-24,323.5932126,5.82789478,M1,2008,2,24,1,4
26.753685,-1.5,La Nina,11.158,2008-03-02,347.5233235,5.143440015,M1,2008,3,2,0,1
26.753685,-1.5,La Nina,11.158,2008-03-09,319.9499466,5.624430186,M1,2008,3,9,1,2
26.753685,-1.5,La Nina,11.158,2008-03-16,326.1470482,7.006412007,M1,2008,3,16,1,3
26.753685,-1.5,La Nina,11.158,2008-03-23,321.7498844,6.78380646,M1,2008,3,23,1,4
26.753685,-1.5,La Nina,11.158,2008-03-30,317.0899643,5.593670968,M1,2008,3,30,1,5
27.50925,-1.1,La Nina,10.484706,2008-04-06,325.8484585,6.194243423,M1,2008,4,6,1,1
27.50925,-1.1,La Nina,10.484706,2008-04-13,322.4085419,7.155750168,M1,2008,4,13,1,2
27.50925,-1.1,La Nina,10.484706,2008-04-20,319.068712,5.713853441,M1,2008,4,20,1,3
27.50925,-1.1,La Nina,10.484706,2008-04-27,319.8349858,7.886629577,M1,2008,4,27,1,4
2.5077145,-1,La Nina,11.1235,2008-05-04,300.1932694,6.304318792,M1,2008,5,4,1,1
2.5077145,-1,La Nina,11.1235,2008-05-11,311.6703414,5.168598584,M1,2008,5,11,1,2
2.5077145,-1,La Nina,11.1235,2008-05-18,298.5369775,7.805855346,M1,2008,5,18,1,3
2.5077145,-1,La Nina,11.1235,2008-05-25,287.7989359,3.65787816,M1,2008,5,25,0,4
2.6234999,-0.8,La Nina,11.635666,2008-06-01,315.4331628,9.400241155,M1,2008,6,1,1,1
2.6234999,-0.8,La Nina,11.635666,2008-06-08,299.2512587,6.152920324,M1,2008,6,8,1,2
2.6234999,-0.8,La Nina,11.635666,2008-06-15,316.8850376,5.51057207,M1,2008,6,15,1,3
2.6234999,-0.8,La Nina,11.635666,2008-06-22,294.7895878,5.944135763,M1,2008,6,22,1,4
2.6234999,-0.8,La Nina,11.635666,2008-06-29,305.4982137,5.490163397,M1,2008,6,29,1,5
16.0666,-0.8,La Nina,14.175999,2008-07-06,256.61191,3.916113464,M1,2008,7,6,0,1
16.0666,-0.8,La Nina,14.175999,2008-07-13,305.099485,5.534730332,M1,2008,7,13,1,2
16.0666,-0.8,La Nina,14.175999,2008-07-20,311.6365367,5.754448191,M1,2008,7,20,1,3
16.0666,-0.8,La Nina,14.175999,2008-07-27,319.7243277,6.330989542,M1,2008,7,27,1,4
9.725555,-1,La Nina,14.125555,2008-08-03,314.380017,6.126778806,M1,2008,8,3,1,1
9.725555,-1,La Nina,14.125555,2008-08-10,302.9773387,3.625952256,M1,2008,8,10,0,2
9.725555,-1,La Nina,14.125555,2008-08-17,291.8115433,4.259658636,M1,2008,8,17,1,3
9.725555,-1,La Nina,14.125555,2008-08-24,291.9224838,4.261347931,M1,2008,8,24,1,4
9.725555,-1,La Nina,14.125555,2008-08-31,316.7068584,4.585859528,M1,2008,8,31,1,5
5.173177,-1,La Nina,15.714617,2008-09-07,277.2489102,3.424194299,M1,2008,9,7,0,1
5.173177,-1,La Nina,15.714617,2008-09-14,302.4600933,3.522686083,M1,2008,9,14,0,2
5.173177,-1,La Nina,15.714617,2008-09-21,323.9261898,5.041882017,M1,2008,9,21,1,3
5.173177,-1,La Nina,15.714617,2008-09-28,287.8959829,3.325132956,M1,2008,9,28,0,4
4.752529,-1.1,La Nina,14.322859,2008-10-05,323.0868777,7.220003457,M1,2008,10,5,1,1
4.752529,-1.1,La Nina,14.322859,2008-10-12,349.9089738,4.23658386,M1,2008,10,12,0,2
4.752529,-1.1,La Nina,14.322859,2008-10-19,345.3701654,4.072033997,M1,2008,10,19,0,3
4.752529,-1.1,La Nina,14.322859,2008-10-26,266.5344106,5.467843953,M1,2008,10,26,0,4
2.840941,-1,La Nina,13.158334,2008-11-02,323.071167,4.670442041,M1,2008,11,2,1,1
2.840941,-1,La Nina,13.158334,2008-11-09,333.8520019,5.412523881,M1,2008,11,9,0,2
2.840941,-1,La Nina,13.158334,2008-11-16,4.426354181,4.192233317,M1,2008,11,16,0,3
2.840941,-1,La Nina,13.158334,2008-11-23,35.83292143,4.081298001,M1,2008,11,23,0,4
2.840941,-1,La Nina,13.158334,2008-11-30,57.63287444,4.461301254,M1,2008,11,30,0,5
0.98331255,-1,La Nina,12.539499,2008-12-07,357.681691,5.610011071,M1,2008,12,7,0,1
0.98331255,-1,La Nina,12.539499,2008-12-14,21.53389522,5.170444034,M1,2008,12,14,0,2
0.98331255,-1,La Nina,12.539499,2008-12-21,52.03193054,5.79205393,M1,2008,12,21,0,3
0.98331255,-1,La Nina,12.539499,2008-12-28,14.7956484,4.625350961,M1,2008,12,28,0,4
1.5490474,-1,La Nina,11.897353,2009-01-04,65.95859563,4.794630816,M1,2009,1,4,0,1
1.5490474,-1,La Nina,11.897353,2009-01-11,77.66212536,4.682861069,M1,2009,1,11,0,2
1.5490474,-1,La Nina,11.897353,2009-01-18,104.0293917,3.834535222,M1,2009,1,18,0,3
1.5490474,-1,La Nina,11.897353,2009-01-25,350.0370935,5.555153288,M1,2009,1,25,0,4
6.6688175,-0.8,La Nina,12.115833,2009-02-01,128.6631466,4.593813443,M1,2009,2,1,0,1
